State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Himachal Pradesh,Kullu,Bandrol,Cauliflower,Other,FAQ,09-05-2025,1000,2500,1700
Himachal Pradesh,Kullu,Bhuntar,Peas Wet,Other,FAQ,09-05-2025,4500,5400,5000
Himachal Pradesh,Mandi,Dhanotu (Mandi),Brinjal,Other,FAQ,09-05-2025,1500,1500,1500
Himachal Pradesh,Mandi,Dhanotu (Mandi),Green Chilli,Other,FAQ,09-05-2025,2000,3500,3000
Himachal Pradesh,Mandi,Dhanotu (Mandi),Mousambi(Sweet Lime),Other,Medium,09-05-2025,4000,6000,5000
Himachal Pradesh,Mandi,Dhanotu (Mandi),Orange,Other,Medium,09-05-2025,8000,12000,10000
Himachal Pradesh,Mandi,Dhanotu (Mandi),Pumpkin,Pumpkin,FAQ,09-05-2025,500,2000,1500
Himachal Pradesh,Mandi,Dhanotu (Mandi),Raddish,Other,FAQ,09-05-2025,2300,2300,2300
Himachal Pradesh,Mandi,Dhanotu (Mandi),Spinach,Other,FAQ,09-05-2025,2000,3000,2500
Himachal Pradesh,Mandi,Dhanotu (Mandi),Tomato,Other,FAQ,09-05-2025,700,1200,1000
Himachal Pradesh,Mandi,Mandi(Mandi),Brinjal,Other,FAQ,09-05-2025,1000,1800,1500
Himachal Pradesh,Mandi,Mandi(Mandi),Ginger(Green),Green Ginger,FAQ,09-05-2025,5000,6000,5500
Himachal Pradesh,Mandi,Mandi(Mandi),Grapes,Other,Medium,09-05-2025,11500,12000,12000
Himachal Pradesh,Mandi,Mandi(Mandi),Lemon,Lemon,FAQ,09-05-2025,9500,11000,10000
Himachal Pradesh,Mandi,Mandi(Mandi),Mango,Safeda,Medium,09-05-2025,5500,7000,6000
Himachal Pradesh,Mandi,Mandi(Mandi),Potato,Potato,FAQ,09-05-2025,800,1000,900
Himachal Pradesh,Mandi,Mandi(Mandi),Tomato,Tomato,FAQ,09-05-2025,600,1800,1200
Himachal Pradesh,Mandi,Mandi(Takoli),Carrot,Carrot,FAQ,09-05-2025,1200,1600,1500
Himachal Pradesh,Mandi,Mandi(Takoli),Onion,Other,FAQ,09-05-2025,1000,1600,1400
Himachal Pradesh,Shimla,Rohroo,Bhindi(Ladies Finger),Bhindi,FAQ,09-05-2025,3000,3500,3000
Himachal Pradesh,Shimla,Rohroo,Brinjal,Arkasheela Mattigulla,FAQ,09-05-2025,2500,3000,2500
Himachal Pradesh,Shimla,Rohroo,Papaya,Other,Medium,09-05-2025,4000,4500,4000
Himachal Pradesh,Shimla,Rohroo,Peas Wet,Other,FAQ,09-05-2025,3000,5000,3500
Himachal Pradesh,Shimla,Rohroo,Tomato,Deshi,FAQ,09-05-2025,1500,2000,1500
Himachal Pradesh,Shimla,Shimla,Apricot(Jardalu/Khumani),Other,Medium,09-05-2025,6000,8000,6500
Himachal Pradesh,Shimla,Shimla,Bitter gourd,Bitter Gourd,FAQ,09-05-2025,1500,2800,2000
Himachal Pradesh,Shimla,Shimla,Bottle gourd,Bottle Gourd,FAQ,09-05-2025,2000,2500,2000
Himachal Pradesh,Shimla,Shimla,Capsicum,Other,FAQ,09-05-2025,2500,2800,2500
Himachal Pradesh,Shimla,Shimla,Lemon,Lemon,FAQ,09-05-2025,7000,14000,10000
Himachal Pradesh,Shimla,Shimla,Onion,1st Sort,FAQ,09-05-2025,1600,1800,1600
Himachal Pradesh,Shimla,Shimla,Raddish,Other,FAQ,09-05-2025,2500,3000,2500
Himachal Pradesh,Shimla,Shimla and Kinnaur(Rampur),French Beans (Frasbean),Other,FAQ,09-05-2025,9000,10000,9500
Himachal Pradesh,Sirmore,Paonta Sahib,Apple,Kasmir/Shimla - II,Large,09-05-2025,15000,17000,16000
Himachal Pradesh,Sirmore,Paonta Sahib,Bhindi(Ladies Finger),Other,FAQ,09-05-2025,3000,3500,3200
Himachal Pradesh,Sirmore,Paonta Sahib,Carrot,Other,FAQ,09-05-2025,3000,3500,3200
Himachal Pradesh,Sirmore,Paonta Sahib,Potato,Other,FAQ,09-05-2025,1000,1200,1100
Himachal Pradesh,Sirmore,Paonta Sahib,Pumpkin,Other,FAQ,09-05-2025,1000,1500,1200
Himachal Pradesh,Sirmore,Paonta Sahib,Spinach,Other,FAQ,09-05-2025,2000,2500,2200
Himachal Pradesh,Sirmore,Paonta Sahib,Sponge gourd,Other,FAQ,09-05-2025,3000,4000,3500
Himachal Pradesh,Solan,Solan,Colacasia,Other,FAQ,09-05-2025,5000,5500,5200
Himachal Pradesh,Solan,Solan,Grapes,Other,Medium,09-05-2025,7000,12000,8500
Himachal Pradesh,Solan,Solan,Guava,Other,Medium,09-05-2025,8000,9000,8500
Himachal Pradesh,Solan,Solan,Karbuja(Musk Melon),Other,Medium,09-05-2025,1500,3000,2000
Himachal Pradesh,Solan,Solan,Mashrooms,Other,FAQ,09-05-2025,10000,12000,11000
Himachal Pradesh,Solan,Solan,Onion,Other,FAQ,09-05-2025,1200,1700,1500
Himachal Pradesh,Solan,Solan,Raddish,Other,FAQ,09-05-2025,3500,4000,3800
Himachal Pradesh,Solan,Solan(Nalagarh),Bitter gourd,Other,FAQ,09-05-2025,2500,2800,2700
Himachal Pradesh,Solan,Solan(Nalagarh),French Beans (Frasbean),Other,FAQ,09-05-2025,5000,5500,5300
Himachal Pradesh,Una,Santoshgarh,Apple,Other,Large,09-05-2025,13000,13000,13000
Himachal Pradesh,Una,Santoshgarh,Cauliflower,Cauliflower,FAQ,09-05-2025,1200,1500,1350
Himachal Pradesh,Una,Santoshgarh,Cucumbar(Kheera),Cucumbar,FAQ,09-05-2025,800,1000,900
Himachal Pradesh,Una,Santoshgarh,Onion,Onion,FAQ,09-05-2025,1100,1600,1300
Himachal Pradesh,Una,Santoshgarh,Spinach,Spinach,FAQ,09-05-2025,600,700,650
Himachal Pradesh,Una,Una,Cabbage,Cabbage,FAQ,09-05-2025,600,1000,800
Himachal Pradesh,Una,Una,Cauliflower,Cauliflower,FAQ,09-05-2025,2500,3000,2750
Himachal Pradesh,Una,Una,Coriander(Leaves),Coriander,FAQ,09-05-2025,3000,3000,3000
Himachal Pradesh,Una,Una,Karbuja(Musk Melon),Karbhuja,Medium,09-05-2025,1000,2600,1800
Himachal Pradesh,Una,Una,Lemon,Other,FAQ,09-05-2025,9000,10000,9500
Himachal Pradesh,Una,Una,Mango,Other,Medium,09-05-2025,5500,7000,6200
Himachal Pradesh,Una,Una,Onion,Onion,Non-FAQ,09-05-2025,1300,2000,1750
Himachal Pradesh,Una,Una,Papaya,Other,Medium,09-05-2025,3500,5000,4200
Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),Cucumbar(Kheera),Cucumbar,FAQ,09-05-2025,2700,2900,2800
Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),Grapes,Other,Large,09-05-2025,6000,7000,6500
Jammu and Kashmir,Jammu,Akhnoor,Cabbage,Other,FAQ,09-05-2025,700,800,750
Jammu and Kashmir,Jammu,Akhnoor,Cauliflower,Other,FAQ,09-05-2025,1100,1400,1250
Jammu and Kashmir,Jammu,Batote,Water Melon,Other,Medium,09-05-2025,1800,2000,1900
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Bottle gourd,Bottle Gourd,FAQ,09-05-2025,600,800,700
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Cabbage,Other,FAQ,09-05-2025,400,500,450
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Capsicum,Other,FAQ,09-05-2025,1800,2000,1900
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Cauliflower,Other,FAQ,09-05-2025,1800,2000,1900
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Coriander(Leaves),Other,FAQ,09-05-2025,2500,3000,2750
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Ginger(Green),Other,FAQ,09-05-2025,4000,4500,4250
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Grapes,Green,Medium,09-05-2025,6500,7000,6750
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Little gourd (Kundru),Little gourd (Kundru),FAQ,09-05-2025,1800,2000,1900
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Onion,Other,FAQ,09-05-2025,1400,1800,1600
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Papaya,Other,Medium,09-05-2025,2500,2700,2600
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Pomegranate,Other,Medium,09-05-2025,6000,12000,9000
Jammu and Kashmir,Kathua,Kathua,Capsicum,Other,FAQ,09-05-2025,2000,2500,2250
Jammu and Kashmir,Kathua,Kathua,Cauliflower,Other,FAQ,09-05-2025,2000,2500,2250
Jammu and Kashmir,Kathua,Kathua,Karbuja(Musk Melon),Other,Medium,09-05-2025,3000,4000,3500
Jammu and Kashmir,Kathua,Kathua,Lemon,Other,FAQ,09-05-2025,8000,10000,9000
Jammu and Kashmir,Kathua,Kathua,Mango,Totapuri,Medium,09-05-2025,4000,5000,4500
Jammu and Kashmir,Kathua,Kathua,Peas Wet,Other,FAQ,09-05-2025,5000,5500,5250
Jammu and Kashmir,Rajouri,Rajouri (F&V),Apple,Apple,Medium,09-05-2025,8500,8700,8600
Jammu and Kashmir,Rajouri,Rajouri (F&V),Brinjal,Other,FAQ,09-05-2025,3500,3700,3600
Jammu and Kashmir,Rajouri,Rajouri (F&V),Capsicum,Other,FAQ,09-05-2025,4500,4700,4600
Jammu and Kashmir,Rajouri,Rajouri (F&V),Pomegranate,Other,Small,09-05-2025,8000,8200,8100
Jammu and Kashmir,Rajouri,Rajouri (F&V),Tomato,Other,FAQ,09-05-2025,3000,3200,3100
Jammu and Kashmir,Srinagar,Parimpore,Banana,Other,Large,09-05-2025,4000,5000,4500
Jammu and Kashmir,Srinagar,Parimpore,Bottle gourd,Other,FAQ,09-05-2025,2800,3200,3000
Jammu and Kashmir,Srinagar,Parimpore,Cauliflower,Other,FAQ,09-05-2025,3300,3500,3400
Jammu and Kashmir,Srinagar,Parimpore,Knool Khol,Other,FAQ,09-05-2025,1000,1200,1100
Jammu and Kashmir,Srinagar,Parimpore,Papaya,Other,Medium,09-05-2025,3500,4500,4000
Jammu and Kashmir,Srinagar,Parimpore,Spinach,Other,FAQ,09-05-2025,2000,3000,2500
Jammu and Kashmir,Srinagar,Parimpore,Turnip,Other,FAQ,09-05-2025,1500,1700,1600
Jammu and Kashmir,Srinagar,Parimpore,Water Melon,Water Melon,Medium,09-05-2025,1800,2200,2000
Jammu and Kashmir,Udhampur,Udhampur,Cucumbar(Kheera),Other,FAQ,09-05-2025,2500,3000,2750
Jammu and Kashmir,Udhampur,Udhampur,Pomegranate,Other,Medium,09-05-2025,8000,12000,10000
Karnataka,Bangalore,Ramanagara,Beetroot,Beetroot,FAQ,09-05-2025,1600,2000,1800
Karnataka,Bangalore,Ramanagara,Cabbage,Cabbage,FAQ,09-05-2025,600,800,700
Karnataka,Bangalore,Ramanagara,Drumstick,Drumstick,FAQ,09-05-2025,2400,3600,3000
Karnataka,Bangalore,Ramanagara,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,09-05-2025,2400,3500,3200
Karnataka,Bangalore,Ramanagara,Snakeguard,Snakeguard,FAQ,09-05-2025,1200,1600,1400
Karnataka,Bangalore,Ramanagara,Sweet Pumpkin,Sweet Pumpkin,FAQ,09-05-2025,500,700,600
Karnataka,Bellary,Kottur,Castor Seed,Castor seed,FAQ,09-05-2025,5969,5969,5969
Karnataka,Bellary,Kottur,Foxtail Millet(Navane),Navane Hybrid,FAQ,09-05-2025,2736,2736,2736
Karnataka,Chamrajnagar,Chamaraj Nagar,Beans,Beans (Whole),FAQ,09-05-2025,3000,3500,3250
Karnataka,Chitradurga,Holalkere,Arecanut(Betelnut/Supari),Rashi,FAQ,09-05-2025,54789,59219,58239
Karnataka,Kalburgi,Kalburgi,Potato,Potato,FAQ,09-05-2025,1000,1500,1250
Karnataka,Shimoga,Shimoga,Cabbage,Cabbage,FAQ,09-05-2025,200,400,300
Karnataka,Shimoga,Shimoga,Cauliflower,Cauliflower,FAQ,09-05-2025,1800,2000,1900
Karnataka,Shimoga,Shimoga,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,09-05-2025,1800,2000,1900
Karnataka,Shimoga,Shimoga,Thondekai,Thondekai,FAQ,09-05-2025,2400,2600,2500
Kerala,Alappuzha,Aroor,Banana - Green,Banana - Green,FAQ,09-05-2025,5600,5800,5700
Kerala,Alappuzha,Aroor,Capsicum,Other,FAQ,09-05-2025,6500,6700,6600
Kerala,Alappuzha,Aroor,Cauliflower,Other,FAQ,09-05-2025,4000,4200,4100
Kerala,Alappuzha,Aroor,Drumstick,Other,FAQ,09-05-2025,4300,4500,4400
Kerala,Alappuzha,Chengannur,Bitter gourd,Other,FAQ,09-05-2025,7500,8200,8000
Kerala,Alappuzha,Chengannur,Capsicum,Other,FAQ,09-05-2025,0,0,7000
Kerala,Alappuzha,Chengannur,Cluster beans,Cluster Beans,FAQ,09-05-2025,6500,7200,7000
Kerala,Alappuzha,Chengannur,Ginger(Green),Green Ginger,FAQ,09-05-2025,0,0,6000
Kerala,Alappuzha,Chengannur,Lemon,Lemon,FAQ,09-05-2025,0,0,12000
Kerala,Alappuzha,Chengannur,Snakeguard,Other,FAQ,09-05-2025,2900,3200,3000
Kerala,Alappuzha,Harippad,Banana,Nendra Bale,Medium,09-05-2025,6000,6500,6000
Kerala,Alappuzha,Harippad,Banana - Green,Other,FAQ,09-05-2025,6000,6500,6000
Kerala,Alappuzha,Harippad,Cabbage,Other,FAQ,09-05-2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Capsicum,Other,FAQ,09-05-2025,7000,7600,7000
Kerala,Alappuzha,Harippad,Carrot,Other,FAQ,09-05-2025,6000,6500,6000
Kerala,Alappuzha,Harippad,Green Chilli,Other,FAQ,09-05-2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Lemon,Other,FAQ,09-05-2025,13000,13500,13000
Kerala,Alappuzha,Harippad,Mango,Other,Large,09-05-2025,5000,5500,5000
Kerala,Alappuzha,Kayamkulam,Beetroot,Other,FAQ,09-05-2025,1600,1800,1700
Kerala,Alappuzha,Kayamkulam,Bhindi(Ladies Finger),Other,FAQ,09-05-2025,1400,1600,1500
Kerala,Alappuzha,Kayamkulam,Cowpea(Veg),Other,FAQ,09-05-2025,4300,4500,4400
Kerala,Alappuzha,Kayamkulam,Drumstick,Other,FAQ,09-05-2025,6700,6900,6800
Kerala,Alappuzha,Kayamkulam,Onion,Big,FAQ,09-05-2025,1700,1900,1800
Kerala,Alappuzha,Kayamkulam,Tomato,Other,FAQ,09-05-2025,1900,2100,2000
Kerala,Alappuzha,Mannar,Banana - Green,Other,FAQ,09-05-2025,5500,5700,5600
Kerala,Alappuzha,Mannar,Cabbage,Other,FAQ,09-05-2025,3000,3200,3100
Kerala,Alappuzha,Mannar,Carrot,Other,FAQ,09-05-2025,4000,4200,4100
Kerala,Alappuzha,Mannar,Colacasia,Other,FAQ,09-05-2025,6000,6300,6100
Kerala,Alappuzha,Thazhakkara  VFPCK,Ginger(Green),Green Ginger,FAQ,09-05-2025,13000,15000,14000
Kerala,Ernakulam,Aluva,Carrot,Carrot,FAQ,09-05-2025,2500,4000,3300
Kerala,Ernakulam,Aluva,Cowpea(Veg),Cowpea (Veg),FAQ,09-05-2025,2500,4000,3300
Kerala,Ernakulam,Aluva,Cucumbar(Kheera),Cucumbar,FAQ,09-05-2025,800,2000,1400
Kerala,Ernakulam,Aluva,Elephant Yam (Suran),Other,FAQ,09-05-2025,6000,7000,6500
Kerala,Ernakulam,Aluva,Potato,Potato,FAQ,09-05-2025,3000,4000,3500
Kerala,Ernakulam,Aluva,Tapioca,Tapioca,FAQ,09-05-2025,2300,3500,2900
Kerala,Ernakulam,Amalapuram  VFPCK,Banana,Robusta,Large,09-05-2025,1400,1600,1500
Kerala,Ernakulam,Angamaly,Amaranthus,Amaranthus,FAQ,09-05-2025,2500,3500,3000
Kerala,Ernakulam,Angamaly,Bhindi(Ladies Finger),Bhindi,FAQ,09-05-2025,2800,4000,3500
Kerala,Ernakulam,Angamaly,Bottle gourd,Bottle Gourd,FAQ,09-05-2025,2000,4000,3000
Kerala,Ernakulam,Angamaly,Drumstick,Drumstick,FAQ,09-05-2025,5600,7000,6500
Kerala,Ernakulam,Angamaly,Green Chilli,Green Chilly,FAQ,09-05-2025,2600,7000,5000
Kerala,Ernakulam,Angamaly,Pineapple,Pine Apple,Large,09-05-2025,3500,6000,5000
Kerala,Ernakulam,Koovapadi VFPCK,Banana,Nendra Bale,Large,09-05-2025,6000,6300,6200
Kerala,Ernakulam,Koovapadi VFPCK,Banana,Palayamthodan,Large,09-05-2025,2200,2600,2400
Kerala,Ernakulam,Koovapadi VFPCK,Banana,Poovan,Large,09-05-2025,4000,4600,4400
Kerala,Ernakulam,Mazhuvannur VFPCK,Banana,Palayamthodan,Large,09-05-2025,500,2000,1300
Kerala,Ernakulam,Mazhuvannur VFPCK,Pineapple,Pine Apple,Large,09-05-2025,1100,2500,2200
Kerala,Ernakulam,North Paravur,Amaranthus,Amaranthus,FAQ,09-05-2025,2000,3000,2500
Kerala,Ernakulam,North Paravur,Banana - Green,Banana - Green,FAQ,09-05-2025,5500,6500,6000
Kerala,Ernakulam,North Paravur,Beetroot,Beetroot,FAQ,09-05-2025,3500,4500,4000
Kerala,Ernakulam,North Paravur,Bitter gourd,Bitter Gourd,FAQ,09-05-2025,6500,7500,7000
Kerala,Ernakulam,North Paravur,Brinjal,Arkasheela Mattigulla,FAQ,09-05-2025,2800,3500,3000
Kerala,Ernakulam,North Paravur,Cowpea(Veg),Cowpea (Veg),FAQ,09-05-2025,2000,3000,2500
Kerala,Ernakulam,North Paravur,Drumstick,Drumstick,FAQ,09-05-2025,8000,10000,9000
Kerala,Ernakulam,North Paravur,Green Chilli,Green Chilly,FAQ,09-05-2025,3000,4000,3500
Kerala,Ernakulam,North Paravur,Onion,1st Sort,FAQ,09-05-2025,5400,6000,5800
Kerala,Ernakulam,North Paravur,Pumpkin,Other,FAQ,09-05-2025,1200,1800,1500
Kerala,Ernakulam,Perumbavoor,Banana - Green,Banana - Green,FAQ,09-05-2025,4800,5800,5200
Kerala,Ernakulam,Perumbavoor,Beetroot,Beetroot,FAQ,09-05-2025,2000,3000,2500
Kerala,Ernakulam,Perumbavoor,Cabbage,Cabbage,FAQ,09-05-2025,1800,2800,2300
Kerala,Ernakulam,Perumbavoor,Elephant Yam (Suran),Other,FAQ,09-05-2025,3800,4800,4200
Kerala,Ernakulam,Perumbavoor,Ginger(Dry),Dry,FAQ,09-05-2025,29000,30000,29500
Kerala,Ernakulam,Perumbavoor,Tapioca,Tapioca,FAQ,09-05-2025,2000,3000,2500
Kerala,Ernakulam,Piravam,Ashgourd,Other,FAQ,09-05-2025,1000,2000,1500
Kerala,Ernakulam,Piravam,Banana - Green,Other,FAQ,09-05-2025,6000,8000,7000
Kerala,Ernakulam,Piravam,Bitter gourd,Other,FAQ,09-05-2025,3000,5000,4000
Kerala,Ernakulam,Piravam,Colacasia,Other,FAQ,09-05-2025,5000,7000,6000
Kerala,Ernakulam,Piravam,Ginger(Green),Other,FAQ,09-05-2025,4000,5000,4500
Kerala,Ernakulam,Piravam,Orange,Other,Large,09-05-2025,8000,10000,9000
Kerala,Ernakulam,Piravam,Papaya,Papaya,Large,09-05-2025,4000,5000,4500
Kerala,Ernakulam,Piravam,Papaya (Raw),Other,FAQ,09-05-2025,1000,2000,1500
Kerala,Ernakulam,Piravam,Pineapple,Pine Apple,Large,09-05-2025,4000,5000,4500
Kerala,Ernakulam,Piravam,Tomato,Other,FAQ,09-05-2025,2000,3000,2500
Kerala,Ernakulam,Thiruvaniyoor  VFPCK,Banana,Nendra Bale,Large,09-05-2025,4000,6500,5800
Kerala,Ernakulam,Thiruvaniyoor  VFPCK,Snakeguard,Other,FAQ,09-05-2025,900,2000,1500
Kerala,Ernakulam,Thrippunithura,Ashgourd,Ashgourd,FAQ,09-05-2025,2200,4000,2400
Kerala,Ernakulam,Thrippunithura,Banana,Poovan,Medium,09-05-2025,5000,7000,5200
Kerala,Ernakulam,Thrippunithura,Bottle gourd,Bottle Gourd,FAQ,09-05-2025,3400,5000,3600
Kerala,Ernakulam,Thrippunithura,Carrot,Carrot,FAQ,09-05-2025,4300,5000,4500
Kerala,Ernakulam,Thrippunithura,Cluster beans,Cluster Beans,FAQ,09-05-2025,5000,6000,5200
Kerala,Ernakulam,Thrippunithura,Colacasia,Other,FAQ,09-05-2025,6500,8000,6700
Kerala,Ernakulam,Thrippunithura,Ginger(Green),Green Ginger,FAQ,09-05-2025,7000,12000,8000
Kerala,Ernakulam,Thrippunithura,Pumpkin,Pumpkin,FAQ,09-05-2025,2200,4000,3000
Kerala,Ernakulam,Thrippunithura,Tomato,Tomato,FAQ,09-05-2025,3600,4000,3800
Kerala,Idukki,Adimali,Beetroot,Beetroot,FAQ,09-05-2025,5000,5000,5000
Kerala,Idukki,Adimali,Bhindi(Ladies Finger),Bhindi,FAQ,09-05-2025,5000,5000,5000
Kerala,Idukki,Adimali,Cowpea(Veg),Cowpea (Veg),FAQ,09-05-2025,5000,6000,5000
Kerala,Idukki,Adimali,Cucumbar(Kheera),Cucumbar,FAQ,09-05-2025,3000,3000,3000
Kerala,Idukki,Adimali,Pumpkin,Pumpkin,FAQ,09-05-2025,3000,3000,3000
Kerala,Idukki,Adimali,Tapioca,Tapioca,FAQ,09-05-2025,4000,4000,4000
Kerala,Idukki,Munnar,Apple,Other,Medium,09-05-2025,18000,20000,20000
Kerala,Idukki,Munnar,Ashgourd,Other,FAQ,09-05-2025,4000,4500,4500
Kerala,Idukki,Munnar,Banana,Palayamthodan,Medium,09-05-2025,6000,7000,6500
Kerala,Idukki,Munnar,Banana,Robusta,Medium,09-05-2025,3000,4000,3500
Kerala,Idukki,Munnar,Cabbage,Other,FAQ,09-05-2025,4000,4800,4500
Kerala,Idukki,Munnar,Cauliflower,Other,FAQ,09-05-2025,4000,6000,5000
Kerala,Idukki,Munnar,Cluster beans,Cluster Beans,FAQ,09-05-2025,4000,4600,4500
Kerala,Idukki,Vandiperiyar,Bottle gourd,Bottle Gourd,FAQ,09-05-2025,2800,3000,3000
Kerala,Idukki,Vandiperiyar,Capsicum,Other,FAQ,09-05-2025,6000,6500,6500
Kerala,Idukki,Vandiperiyar,Snakeguard,Other,FAQ,09-05-2025,4000,4200,4200
Kerala,Kannur,Maloor VFPCK,Banana - Green,Banana - Green,FAQ,09-05-2025,5600,5600,5600
Kerala,Kannur,Payyannur,Banana,Other,Medium,09-05-2025,5200,5400,5300
Kerala,Kannur,Payyannur,Black pepper,Other,FAQ,09-05-2025,63000,65000,64000
Kerala,Kannur,Payyannur,Cucumbar(Kheera),Other,FAQ,09-05-2025,1700,1900,1800
Kerala,Kannur,Taliparamba,Banana,Other,Large,09-05-2025,6700,6900,6800
Kerala,Kannur,Taliparamba,Banana,Other,Small,09-05-2025,6400,6600,6500
Kerala,Kannur,Thalasserry,Banana,Other,Large,09-05-2025,5800,6100,6000
Kerala,Kasargod,Kanjangadu,Cauliflower,Cauliflower,FAQ,09-05-2025,3800,4400,4000
Kerala,Kasargod,Kanjangadu,Copra,other,FAQ,09-05-2025,16300,16800,16500
Kerala,Kasargod,Kanjangadu,Tapioca,Other,FAQ,09-05-2025,2800,3400,3000
Kerala,Kasargod,Kasargod,Banana,Medium,Small,09-05-2025,6000,6200,6100
Kerala,Kasargod,Kasargod,Cowpea(Veg),Other,FAQ,09-05-2025,4000,4200,4100
Kerala,Kasargod,Madikai  VFPCK,Brinjal,Round/Long,FAQ,09-05-2025,3000,3000,3000
Kerala,Kasargod,Madikai  VFPCK,Carrot,Carrot,FAQ,09-05-2025,3600,3600,3600
Kerala,Kasargod,Madikai  VFPCK,Cucumbar(Kheera),Cucumbar,FAQ,09-05-2025,1200,1200,1200
Kerala,Kasargod,Manjeswaram,Banana - Green,Other,FAQ,09-05-2025,5000,7000,6000
Kerala,Kasargod,Manjeswaram,Drumstick,Drumstick,FAQ,09-05-2025,6000,8000,7000
Kerala,Kasargod,Manjeswaram,Ginger(Green),Green Ginger,FAQ,09-05-2025,6000,8000,7000
Kerala,Kasargod,Manjeswaram,Indian Beans (Seam),Other,FAQ,09-05-2025,6000,8000,7000
Kerala,Kasargod,Manjeswaram,Long Melon(Kakri),Other,FAQ,09-05-2025,6000,8000,7000
Kerala,Kasargod,Manjeswaram,Potato,Other,FAQ,09-05-2025,2600,3600,3100
Kerala,Kasargod,Manjeswaram,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,09-05-2025,5000,7000,6000
Kerala,Kasargod,Manjeswaram,Sweet Potato,Sweet Potato,FAQ,09-05-2025,3000,4500,3750
Kerala,Kasargod,Neeleswaram,Amaranthus,Other,FAQ,09-05-2025,2500,3500,3000
Kerala,Kasargod,Neeleswaram,Arhar (Tur/Red Gram)(Whole),Other,FAQ,09-05-2025,14400,14800,14600
Kerala,Kasargod,Neeleswaram,Beetroot,Other,FAQ,09-05-2025,3800,4200,4000
Kerala,Kasargod,Neeleswaram,Bhindi(Ladies Finger),Bhindi,FAQ,09-05-2025,4200,4400,4300
Kerala,Kasargod,Neeleswaram,Cabbage,Other,FAQ,09-05-2025,2400,2600,2500
Kerala,Kasargod,Neeleswaram,Carrot,Other,FAQ,09-05-2025,4400,4800,4600
Kerala,Kasargod,Neeleswaram,Cowpea(Veg),Cowpea (Veg),FAQ,09-05-2025,4800,5000,4900
Kerala,Kasargod,Neeleswaram,Cucumbar(Kheera),Other,FAQ,09-05-2025,1800,2200,2000
Kerala,Kasargod,Neeleswaram,Onion,Big,FAQ,09-05-2025,2400,2600,2500
Kerala,Kasargod,Neeleswaram,Ridgeguard(Tori),Other,FAQ,09-05-2025,5600,6000,5800
Kerala,Kasargod,Neeleswaram,Snakeguard,Other,FAQ,09-05-2025,3800,4200,4000
Kerala,Kollam,Anchal,Tomato,Hybrid,FAQ,09-05-2025,3500,3700,3600
Kerala,Kollam,Neduvathoor  VFPCK,Banana,Nendra Bale,Medium,09-05-2025,6500,7500,7000
Kerala,Kollam,Neduvathoor  VFPCK,Banana,Red Banana,Medium,09-05-2025,4000,5000,4500
Kerala,Kollam,Veliyam  VFPCK,Amphophalus,Amphophalus,FAQ,09-05-2025,5500,6000,5800
Kerala,Kollam,Veliyam  VFPCK,Colacasia,Colacasia,FAQ,09-05-2025,5000,6000,5500
Kerala,Kottayam,Ettumanoor,Bhindi(Ladies Finger),Other,FAQ,09-05-2025,2600,3000,2800
Kerala,Kottayam,Ettumanoor,Brinjal,Other,FAQ,09-05-2025,2400,2600,2500
Kerala,Kottayam,Kottayam,Green Gram (Moong)(Whole),Other,FAQ,09-05-2025,9600,10800,10200
Kerala,Kottayam,Kottayam,Potato,Potato,FAQ,09-05-2025,3000,3400,3200
Kerala,Kottayam,Kottayam,Tomato,Tomato,FAQ,09-05-2025,2800,3200,3000
Kerala,Kottayam,Kuruppanthura,Amphophalus,Amphophalus,FAQ,09-05-2025,5800,6500,6000
Kerala,Kottayam,Kuruppanthura,Coconut,Medium,FAQ,09-05-2025,7000,7600,7400
Kerala,Kottayam,Kuruppanthura,Green Chilli,Green Chilly,FAQ,09-05-2025,4000,5000,4600
Kerala,Kottayam,Kuruppanthura,Little gourd (Kundru),Other,FAQ,09-05-2025,3500,4500,4000
Kerala,Kottayam,Kuruppanthura,Onion,Big,Non-FAQ,09-05-2025,2600,3500,3000
Kerala,Kottayam,Kuruppanthura,Pineapple,Pine Apple,Large,09-05-2025,3800,4500,4000
Kerala,Kottayam,Mannackanad  VFPCK,Banana,Nendra Bale,Medium,09-05-2025,6200,6700,6500
